107,40.5,0.57,184.8704957
35,20,0.57,38.16651539
71.3,26,0.57,131.6042377
72,27.5,0.57,163.6834237
68,31.5,0.57,122.3741596
102,30.5,0.57,185.2353528
40,21,0.57,93.42745661
30.5,25,0.57,41.74087291
20,17,0.49,20.68292518
68,23,0.46,83.54143559
31,16,0.49,32.6065502
32,16.25,0.49,48.28707722
40,20.5,0.49,47.22695662
26,12,0.49,24.85195955
20,14.5,0.49,19.1199163
22,9.5,0.49,19.93441561
28,14.5,0.46,25.20331825
42,20,0.24,63.66132537
48,11.5,0.24,31.39450402
32,18.5,0.24,28.6252696
26,20.5,0.24,58.98048722
30,15.5,0.24,45.38410409
105,36.5,0.67,178.9182289
27,12,0.67,37.10066227
33.5,21.5,0.67,48.36858088
65,21,0.67,92.89443701
48,16.5,0.67,66.22039059
43,19.5,0.67,63.10571353
120,38.5,0.67,304.7620043
235,40,0.64,508.2627254
80,29.5,0.64,167.623317
42,19.5,0.73,68.17501459
32,19,0.77,44.27077783
26,13.5,0.77,40.745961
27.5,11.5,0.77,30.49023298
51.15,18.5,0.77,127.0206507
29,22.25,0.77,84.50605139
31,10,0.77,30.25071398
51,17.5,0.77,76.54284559
21,13.5,0.77,26.77606677
24.5,15.5,0.77,47.68824257
28.5,13.5,0.77,35.0932671
30.5,24.5,0.77,49.73368983
23.5,12.5,0.77,38.48084564
20.06,11.75,0.77,33.74413851
27,13,0.77,36.82265875
108,23.5,0.77,232.6237144
38,15.5,0.77,48.50927685
49,23.5,0.77,88.47201601
41,13.5,0.77,42.0450133
29.5,15.75,0.77,82.95151728
37,13,0.77,44.42048872
32,8.5,0.77,49.62206493
37.5,22,0.61,54.81323943
53.28,27.2,0.61,255.8961225
85,46.5,0.61,330.6633372
20.3,17,0.61,28.5541257
23,16,0.41,24.29700827
23,26,0.41,28.52331726
23,16,0.41,24.29700827
38,25,0.41,63.62523018
23,14.5,0.41,28.05679502
21.5,25,0.41,23.50844122
23,17,0.41,25.87381384
56,36,0.41,140.1674596
26,10,0.41,21.31776773
22.87,18.87,0.41,46.09162913
46,25.5,0.41,78.66317473
32.05,21,0.41,50.38272761
59,24,0.41,69.83402807
38,23,0.41,64.16913213
67,20.5,0.21,48.08472699
25,17,0.21,20.18095374
112,42,0.21,179.5914869
70.66,22.99,0.21,115.8552363
40,18,0.23,37.1572045
32,16,0.67,48.82644996
35.27,23.12,0.67,136.6060538
48,17.5,0.67,120.1693422
44,23,0.67,134.1668937
43,16.5,0.67,64.72705142
51,26.5,0.67,162.2369797
56.66,22.49,0.67,213.5806596
37.5,24.25,0.67,105.0228941
52,22,0.67,111.6215071
33.65,24.25,0.67,82.65609518
45.1,22.8,0.67,160.0244027
37.16,18,0.67,141.7735616
41.66,23.32,0.67,148.9713775
37.64,23.52,0.67,162.2154121
35.5,25.5,0.67,82.43052899
34.25,16.5,0.67,79.73631404
58.21,22.35,0.67,299.0223437
35.5,24.5,0.67,128.5944703
28.56,16.33,0.67,65.74419665
38,19.99,0.67,105.9602307
38,19.99,0.67,105.9602307
91,30.5,0.67,248.4262776
48.5,23,0.67,168.8995601
26,14.75,0.67,42.00467321
50,29.5,0.67,185.6757258
30.33,14.99,0.67,73.67514378
23.25,13.5,0.67,48.34740175
45.5,18.75,0.67,136.8482979
33.5,16,0.67,52.98751251
44.26,22.9,0.67,258.6966077
42,23,0.67,175.4844645
50.36,23.82,0.67,186.8146736
22.33,13.49,0.67,54.84169166
45.5,18.75,0.67,136.8482979
45.8,24.83,0.67,146.7870975
58,18,0.67,95.43896767
25.8,18.3,0.67,60.90420733
104.32,27.87,0.67,366.5280514
59.16,23.49,0.83,172.0639849
26.6,17.4,0.83,87.08626842
39.95,19.12,0.83,149.7464408
28.87,24.87,0.83,97.20710591
24.5,24.5,0.83,44.93302595
32.44,26.5,0.83,133.5461401
33.8,23.5,0.83,119.1870968
32.4,19.1,0.83,120.8434529
39.4,18.5,0.83,158.029955
23,16.5,0.83,33.54686972
48.7,23.2,0.83,256.8672035
43.66,25.16,0.83,201.9573087
21.5,16,0.83,41.8710226
27.5,16.25,0.83,56.13444607
42,20.5,0.83,56.07777381
36.56,20.33,0.83,133.2757565
42,20.5,0.83,56.07777381
34.25,20.25,0.83,66.18020342
37.33,23.16,0.83,200.7587367
25.75,21.25,0.83,58.69348377
31,22.62,0.83,111.3981106
20,11.5,0.83,29.24230588
32.75,21.25,0.83,85.9454511
34.25,20.25,0.83,76.10549073
35.5,19,0.83,110.7032356
44,16.25,0.83,102.4862107
25.57,17.28,0.83,92.31674434
46.53,19.43,0.83,159.5636746
21.66,15.66,0.83,58.87843405
34.25,20.25,0.83,76.10549073
23.5,17,0.83,35.2086192
33.9,16.42,0.83,121.8894662
23.5,23.25,0.83,74.80734721
33.66,22.33,0.83,93.42642491
24.9,14.6,0.83,67.54747594
30.41,18.24,0.83,102.7588567
32,23.16,0.83,75.69511002
41.2,20.49,0.83,119.5910914
30.25,18.5,0.83,68.75922485
235,13,0.83,27.295844
24,15.75,0.83,68.269089
36,22,0.83,55.192702
65.5,21.25,0.83,288.8347117
22.3,19.5,0.46,26.80328092
75,20.5,0.44,80.23246012
20,13,0.46,24.50555455
45,21,0.46,64.09990907
110,28,0.46,324.7253192
32,24.5,0.46,41.80745689
95,24.5,0.46,204.9785573
74,26.5,0.53,124.995797
72,25.5,0.53,121.9303858
44,27,0.44,63.63343269
49.5,23.5,0.44,93.72104782
26,23.5,0.44,33.78334274
41,30.5,0.44,85.53922224
40,21.5,0.44,74.42223743
41,30.5,0.44,85.53922224
37.5,17,0.44,38.35688731
23,22,0.44,30.73918017
22,16.5,0.44,22.06213772
25,18.5,0.44,41.74645898
65,21,0.44,113.4109694
22,18,0.68,29.45249769
29,23.5,0.68,48.62840124
45,19.5,0.68,78.72107839
