4.537499089,10.68016305
3.115072682,8.127286422
3.648970962,8.665857029
4.959079204,11.51962299
4.959079204,11.51962299
5.26815951,10.51603187
4.782232609,11.26751176
3.920594246,9.922112035
3.897987323,9.023335867
5.053759155,11.98117756
5.443186289,12.92780728
3.853266144,9.641062486
3.41631992,8.247843385
3.681840539,9.404840798
3.534275115,9.221478116
4.371896995,10.26004179
3.775065348,9.419786436
3.904816378,9.444883698
4.026960497,9.484798897
3.045174477,7.949019136
3.677701387,9.481057348
4.429001116,10.11439657
3.221346465,8.270269111
4.325282824,10.39969059
3.808177976,8.892821836
3.172615754,8.168486417
4.636800027,10.98166854
3.374117673,8.893270683
3.589103537,9.047631424
4.293443668,9.734513421
3.879395261,9.644617402
3.665427242,9.239152293
3.665427242,9.239152293
4.17422628,9.695508438
5.735575422,13.08414216
4.381393083,10.3339054
5.664818347,11.72888294
4.524141946,10.64808801
4.169388955,9.024954589
3.510165199,8.601063641
3.542676263,8.740976538
3.662164439,8.739087963
3.076119997,8.236420527
4.340073622,10.41870352
3.18655764,8.345407932
4.109203146,10.28871934
4.079793195,9.326810046
3.2711128,8.561631041
4.574600368,10.49304764
5.047436788,11.54187729
4.34840661,10.18111929
4.378607373,9.96094363
4.019034401,9.914056504
4.736682622,11.54161496
4.83278309,10.80345834
4.651778032,10.55917894
4.307240096,9.342579375
2.981980793,8.020188287
3.636363329,8.60558861
3.833426337,8.960277731
3.785726279,8.996206115
4.79783682,10.30773592
3.844817318,9.569160565
4.002076731,9.779283949
4.523493647,10.11871698
4.613363625,10.16499915
4.219005144,9.546584011
3.423695201,8.617870759
3.066331128,8.02922435
2.621945608,7.454719949
5.485473442,10.51923648
4.409677217,10.20710596
5.099826294,10.27666341
4.940915666,11.46427289
4.377018349,9.388640088
4.843473272,9.993237302
3.677363618,8.226052457
4.324972009,10.73361531
4.22457047,8.924889863
4.249548531,10.2036277
4.350234729,10.33588277
4.747479928,11.15411796
2.845526797,7.94433967
3.741346423,9.516124638
4.50920388,10.50999906
4.20304646,10.38628832
4.300154688,9.85638068
4.008748396,9.934937781
4.523209866,10.31254053
4.532751365,10.73053956
3.851262209,9.620816902
4.238317453,9.414379248
4.521758142,9.301961428
3.849446698,9.647490176
3.532024105,8.823995305
3.799910858,8.622741689
3.100014272,8.245447458
