4.537499089,11.81959733
3.115072682,9.266720705
3.648970962,9.805291312
4.959079204,12.65905727
4.959079204,12.65905727
5.26815951,11.65546615
4.782232609,12.40694605
3.920594246,10.19654888
3.897987323,10.16277015
5.053759155,12.49200318
5.443186289,13.43863291
3.853266144,10.29498895
3.41631992,8.52228023
3.681840539,9.640563131
3.534275115,9.45720045
4.371896995,10.49576412
3.775065348,9.655508769
3.904816378,9.906919158
4.026960497,9.946834357
3.045174477,8.411054595
3.677701387,9.943092807
4.429001116,10.57643203
3.221346465,8.732304571
4.325282824,10.86172605
3.808177976,9.354857296
3.172615754,8.630521877
4.636800027,11.443704
3.374117673,9.355306142
3.589103537,9.509666884
4.293443668,10.19654888
3.879395261,10.10665286
3.665427242,9.701187753
3.665427242,9.701187753
4.17422628,10.96847411
5.735575422,14.35710784
4.381393083,11.60687108
5.664818347,13.00184861
4.524141946,11.92105369
4.169388955,9.552587331
3.510165199,9.128696383
3.542676263,9.26860928
3.662164439,9.266720705
3.076119997,8.764053269
4.340073622,10.92952915
3.18655764,8.856233556
4.109203146,10.79954496
4.079793195,9.837635669
3.2711128,9.072456665
4.574600368,11.00387327
5.047436788,12.05270291
4.34840661,10.69194491
4.378607373,10.47176925
4.019034401,10.42488213
4.736682622,12.65027758
4.83278309,11.91212096
4.651778032,11.66784157
4.307240096,10.07654855
2.981980793,8.713335467
3.636363329,9.339557785
3.833426337,9.694246906
3.785726279,9.73017529
4.79783682,11.0417051
3.844817318,10.30312974
4.002076731,10.51325312
4.523493647,10.85268616
4.613363625,10.89896832
4.219005144,10.28055319
3.423695201,9.351839934
3.066331128,8.763193525
2.621945608,8.188689124
5.485473442,11.4108346
4.409677217,10.94107514
5.099826294,11.16826153
4.940915666,12.35587101
4.377018349,10.28023821
4.843473272,10.88483542
3.677363618,9.117650576
4.324972009,11.62521343
4.22457047,9.816487982
4.249548531,11.09522582
4.350234729,11.22748089
4.747479928,12.04571608
2.845526797,8.835937789
3.741346423,10.40772276
4.50920388,11.40159718
4.20304646,11.27788644
4.300154688,10.7479788
4.008748396,10.8265359
4.523209866,11.20413865
4.532751365,11.57450963
3.851262209,9.949320969
4.238317453,9.742883315
4.521758142,9.630465495
3.849446698,9.975994243
3.532024105,9.152499372
3.799910858,8.951245756
3.100014272,8.573951525
4.681584831,11.38071891
3.900895278,9.390237116
4.362274493,9.550488879
3.582870525,9.30886266
2.709034949,8.38935982
4.695477204,10.31297481
3.674555896,9.753494841
4.482718052,10.33526997
3.605528741,9.001099726
4.075305834,9.939626599
3.801009603,9.237230264
3.842754142,9.319553457
3.606462799,9.249621179
4.033397703,9.314700387
3.392020275,8.738795556
3.085654498,8.468213009
3.520218806,9.636424767
3.508155705,9.015298251
3.577972598,9.595602773
3.587628816,9.433963808
3.879410459,9.582179752
4.208290073,10.7707981
4.135777166,10.56490216
4.135777166,10.56490216
4.02443324,9.793337809
4.006539298,9.467769401
3.296725353,8.433811582
