4.537499089	7.529137893
3.115072682	6.131226489
3.648970962	6.273065668
4.959079204	7.958576904
4.959079204	7.958576904
5.26815951	7.528331767
4.782232609	7.781973234
3.920594246	6.435348765
3.897987323	6.579251212
5.053759155	7.791522819
5.443186289	8.496990484
3.853266144	6.533788838
3.41631992	5.386786015
3.681840539	6.206575927
3.534275115	5.991464547
4.371896995	6.758094504
3.775065348	6.244361057
3.904816378	6.425679069
4.026960497	6.562444094
3.045174477	5.275560379
3.677701387	6.416732283
4.429001116	6.887552572
3.221346465	5.736572297
4.325282824	6.801283034
3.808177976	6.156184178
3.172615754	5.634789603
4.636800027	7.454719949
3.374117673	5.828945618
3.589103537	6.374172668
4.293443668	6.435348765
3.879395261	6.672665657
3.665427242	6.267200549
3.665427242	6.267200549
4.17422628	6.943122423
5.735575422	8.835646923
4.381393083	7.432483808
5.664818347	8.319717387
4.524141946	7.539027056
4.169388955	6.294490793
3.510165199	5.950642553
3.542676263	6.272877007
3.662164439	6.131226489
3.076119997	5.768320996
4.340073622	6.835184586
3.18655764	5.765191103
4.109203146	7.038344849
4.079793195	6.247196288
3.2711128	5.981414211
4.574600368	6.960822
5.047436788	7.735214797
4.34840661	7.003065459
4.378607373	6.874456994
4.019034401	6.869534066
4.736682622	8.150467912
4.83278309	7.594632847
4.651778032	7.448333861
4.307240096	6.560535494
2.981980793	5.577841251
3.636363329	6.100879333
3.833426337	6.436150368
3.785726279	6.296188085
4.79783682	7.109879463
3.844817318	6.770904096
4.002076731	6.82437367
4.523493647	6.885228444
4.613363625	7.048820719
4.219005144	6.697034248
3.423695201	6.173786104
3.066331128	5.718671087
2.621945608	5.192956851
5.485473442	7.267699872
4.409677217	7.069874128
5.099826294	7.213179033
4.940915666	7.878534196
4.377018349	6.546624422
4.843473272	7.147165803
3.677363618	5.871159584
4.324972009	7.391106926
4.22457047	6.46098556
4.249548531	7.069874128
4.350234729	6.950814768
4.747479928	7.568379268
2.845526797	5.700443573
3.741346423	6.634961819
4.50920388	7.145984468
4.20304646	7.217443432
4.300154688	6.95248961
4.008748396	6.970025605
4.523209866	7.175221889
4.532751365	7.355001921
3.851262209	6.311734809
4.238317453	6.241538985
4.521758142	6.152307072
3.849446698	6.510258341
3.532024105	6.061456919
3.799910858	5.906723319
3.100014272	5.529429088
4.681584831	7.076653815
3.900895278	6.049143659
4.362274493	6.191851111
3.582870525	6.12665082
2.709034949	5.393627546
4.695477204	6.672760529
3.674555896	6.278427611
4.482718052	6.646390515
3.605528741	5.743003188
4.075305834	6.356107661
3.801009603	6.134888255
3.842754142	6.061456919
3.606462799	6.181568244
4.033397703	6.095824562
3.392020275	5.670742621
3.085654498	5.332718793
3.520218806	6.417548942
3.508155705	5.924255797
3.577972598	6.040254711
3.587628816	6.17586727
3.879410459	6.249975242
4.208290073	6.942156706
4.135777166	6.839208736
4.135777166	6.839208736
4.02443324	6.535241271
4.006539298	6.135564891
3.296725353	5.438079309
3.652431322	6.049733455
3.909591508	6.340359304
3.899509464	5.8899162
5.891003632	8.302910269
5.319578224	7.388652482
3.764404198	6.105908681
4.652824968	6.507277712
3.154962089	5.081404365
3.23609308	5.669880923
3.116970246	5.342334252
4.174444705	6.321667171
3.561076781	5.85363823
3.826005087	5.510501078
3.967395958	5.371800143
3.167053638	5.419428192
3.517740846	5.736572297
3.490756144	6.03068526
3.292344828	5.831882477
3.224319838	5.718671087
3.445864076	5.553686065
3.804306882	6.50204014
3.25590681	5.700443573
3.991995835	6.138806385
4.148072208	6.65544035
3.391522881	6.104793232
4.042110757	6.421622268
3.591378537	5.97571619
3.559030154	5.84209409
4.147890318	6.358708442
3.591378537	5.97571619
3.597190368	6.204557763
3.641154275	5.97571619
4.785750969	6.487684018
4.050988721	6.63824051
4.050988721	6.63824051
4.018263191	6.308280574
4.807749884	6.902240098
3.750571294	6.035959787
3.750571294	6.035959787
3.740536918	6.240275845
3.885682311	6.689226065
4.622224755	6.953206542
3.344614648	5.533389489
3.374896519	5.921310287
3.739372907	5.81711116
4.711256845	6.626770728
3.280609868	5.407171771
3.332813504	5.925591803
4.593400111	6.425390606
4.028571271	6.639091212
4.165130799	6.651571874
4.343768954	5.81147028
4.367470658	6.253853811
