4.537499089	4.290459441	7.529137893	11.81959733	10.68016305
3.115072682	3.135494216	6.131226489	9.266720705	8.127286422
3.648970962	3.532225644	6.273065668	9.805291312	8.665857029
4.959079204	4.700480366	7.958576904	12.65905727	11.51962299
4.959079204	4.700480366	7.958576904	12.65905727	11.51962299
5.26815951	4.127134385	7.528331767	11.65546615	10.51603187
4.782232609	4.624972813	7.781973234	12.40694605	11.26751176
3.920594246	3.761200116	6.435348765	10.19654888	9.922112035
3.897987323	3.583518938	6.579251212	10.16277015	9.023335867
5.053759155	4.700480366	7.791522819	12.49200318	11.98117756
5.443186289	4.941642423	8.496990484	13.43863291	12.92780728
3.853266144	3.761200116	6.533788838	10.29498895	9.641062486
3.41631992	3.135494216	5.386786015	8.52228023	8.247843385
3.681840539	3.433987204	6.206575927	9.640563131	9.404840798
3.534275115	3.465735903	5.991464547	9.45720045	9.221478116
4.371896995	3.737669618	6.758094504	10.49576412	10.26004179
3.775065348	3.411147713	6.244361057	9.655508769	9.419786436
3.904816378	3.481240089	6.425679069	9.906919158	9.444883698
4.026960497	3.384390263	6.562444094	9.946834357	9.484798897
3.045174477	3.135494216	5.275560379	8.411054595	7.949019136
3.677701387	3.526360525	6.416732283	9.943092807	9.481057348
4.429001116	3.688879454	6.887552572	10.57643203	10.11439657
3.221346465	2.995732274	5.736572297	8.732304571	8.270269111
4.325282824	4.060443011	6.801283034	10.86172605	10.39969059
3.808177976	3.198673118	6.156184178	9.354857296	8.892821836
3.172615754	2.995732274	5.634789603	8.630521877	8.168486417
4.636800027	3.988984047	7.454719949	11.443704	10.98166854
3.374117673	3.526360525	5.828945618	9.355306142	8.893270683
3.589103537	3.135494216	6.374172668	9.509666884	9.047631424
4.293443668	3.761200116	6.435348765	10.19654888	9.734513421
3.879395261	3.433987204	6.672665657	10.10665286	9.644617402
3.665427242	3.433987204	6.267200549	9.701187753	9.239152293
3.665427242	3.433987204	6.267200549	9.701187753	9.239152293
4.17422628	4.025351691	6.943122423	10.96847411	9.695508438
5.735575422	5.521460918	8.835646923	14.35710784	13.08414216
4.381393083	4.17438727	7.432483808	11.60687108	10.3339054
5.664818347	4.682131227	8.319717387	13.00184861	11.72888294
4.524141946	4.382026635	7.539027056	11.92105369	10.64808801
4.169388955	3.258096538	6.294490793	9.552587331	9.024954589
3.510165199	3.17805383	5.950642553	9.128696383	8.601063641
3.542676263	2.995732274	6.272877007	9.26860928	8.740976538
3.662164439	3.135494216	6.131226489	9.266720705	8.739087963
3.076119997	2.995732274	5.768320996	8.764053269	8.236420527
4.340073622	4.094344562	6.835184586	10.92952915	10.41870352
3.18655764	3.091042453	5.765191103	8.856233556	8.345407932
4.109203146	3.761200116	7.038344849	10.79954496	10.28871934
4.079793195	3.590439381	6.247196288	9.837635669	9.326810046
3.2711128	3.091042453	5.981414211	9.072456665	8.561631041
4.574600368	4.043051268	6.960822	11.00387327	10.49304764
5.047436788	4.317488114	7.735214797	12.05270291	11.54187729
4.34840661	3.688879454	7.003065459	10.69194491	10.18111929
4.378607373	3.597312261	6.874456994	10.47176925	9.96094363
4.019034401	3.555348061	6.869534066	10.42488213	9.914056504
4.736682622	4.49980967	8.150467912	12.65027758	11.54161496
4.83278309	4.317488114	7.594632847	11.91212096	10.80345834
4.651778032	4.219507705	7.448333861	11.66784157	10.55917894
4.307240096	3.516013056	6.560535494	10.07654855	9.342579375
2.981980793	3.135494216	5.577841251	8.713335467	8.020188287
3.636363329	3.238678452	6.100879333	9.339557785	8.60558861
3.833426337	3.258096538	6.436150368	9.694246906	8.960277731
3.785726279	3.433987204	6.296188085	9.73017529	8.996206115
4.79783682	3.931825633	7.109879463	11.0417051	10.30773592
3.844817318	3.532225644	6.770904096	10.30312974	9.569160565
4.002076731	3.688879454	6.82437367	10.51325312	9.779283949
4.523493647	3.967457712	6.885228444	10.85268616	10.11871698
4.613363625	3.850147602	7.048820719	10.89896832	10.16499915
4.219005144	3.583518938	6.697034248	10.28055319	9.546584011
3.423695201	3.17805383	6.173786104	9.351839934	8.617870759
3.066331128	3.044522438	5.718671087	8.763193525	8.02922435
2.621945608	2.995732274	5.192956851	8.188689124	7.454719949
5.485473442	4.143134726	7.267699872	11.4108346	10.51923648
4.409677217	3.871201011	7.069874128	10.94107514	10.20710596
5.099826294	3.955082495	7.213179033	11.16826153	10.27666341
4.940915666	4.477336814	7.878534196	12.35587101	11.46427289
4.377018349	3.733613785	6.546624422	10.28023821	9.388640088
4.843473272	3.737669618	7.147165803	10.88483542	9.993237302
3.677363618	3.246490992	5.871159584	9.117650576	8.226052457
4.324972009	4.234106505	7.391106926	11.62521343	10.73361531
4.22457047	3.355502422	6.46098556	9.816487982	8.924889863
4.249548531	4.025351691	7.069874128	11.09522582	10.2036277
4.350234729	4.276666119	6.950814768	11.22748089	10.33588277
4.747479928	4.477336814	7.568379268	12.04571608	11.15411796
2.845526797	3.135494216	5.700443573	8.835937789	7.94433967
3.741346423	3.772760938	6.634961819	10.40772276	9.516124638
4.50920388	4.25561271	7.145984468	11.40159718	10.50999906
4.20304646	4.060443011	7.217443432	11.27788644	10.38628832
4.300154688	3.795489189	6.95248961	10.7479788	9.85638068
4.008748396	3.856510295	6.970025605	10.8265359	9.934937781
4.523209866	4.028916757	7.175221889	11.20413865	10.31254053
4.532751365	4.219507705	7.355001921	11.57450963	10.73053956
3.851262209	3.63758616	6.311734809	9.949320969	9.620816902
4.238317453	3.50134433	6.241538985	9.742883315	9.414379248
4.521758142	3.478158423	6.152307072	9.630465495	9.301961428
3.849446698	3.465735903	6.510258341	9.975994243	9.647490176
3.532024105	3.091042453	6.061456919	9.152499372	8.823995305
3.799910858	3.044522438	5.906723319	8.951245756	8.622741689
3.100014272	3.044522438	5.529429088	8.573951525	8.245447458
4.681584831	4.304065093	7.076653815	11.38071891	11.05221484
3.900895278	3.341093458	6.049143659	9.390237116	9.061733049
4.362274493	3.358637767	6.191851111	9.550488879	9.221984812
3.582870525	3.18221184	6.12665082	9.30886266	8.980358593
2.709034949	2.995732274	5.393627546	8.38935982	7.54538975
4.695477204	3.640214282	6.672760529	10.31297481	9.984470744
3.674555896	3.47506723	6.278427611	9.753494841	9.424990774
4.482718052	3.688879454	6.646390515	10.33526997	10.0067659
3.605528741	3.258096538	5.743003188	9.001099726	8.89573921
4.075305834	3.583518938	6.356107661	9.939626599	9.539149033
3.801009603	3.102342009	6.134888255	9.237230264	8.908726197
3.842754142	3.258096538	6.061456919	9.319553457	8.91907589
3.606462799	3.068052935	6.181568244	9.249621179	8.892946236
4.033397703	3.218875825	6.095824562	9.314700387	8.914222821
3.392020275	3.068052935	5.670742621	8.738795556	8.338317989
3.085654498	3.135494216	5.332718793	8.468213009	8.067735443
3.520218806	3.218875825	6.417548942	9.636424767	9.235947201
3.508155705	3.091042453	5.924255797	9.015298251	8.614820684
3.577972598	3.555348061	6.040254711	9.595602773	9.195125206
3.587628816	3.258096538	6.17586727	9.433963808	9.033486242
3.879410459	3.33220451	6.249975242	9.582179752	9.359036201
4.208290073	3.828641396	6.942156706	10.7707981	10.54765455
4.135777166	3.725693427	6.839208736	10.56490216	10.34175861
4.135777166	3.725693427	6.839208736	10.56490216	10.34175861
4.02443324	3.258096538	6.535241271	9.793337809	9.570194258
4.006539298	3.33220451	6.135564891	9.467769401	9.24462585
3.296725353	2.995732274	5.438079309	8.433811582	8.210668031
3.652431322	3.277144733	6.049733455	9.326878188	9.221517673
3.909591508	3.295836866	6.340359304	9.63619617	9.530835654
3.899509464	3.198673118	5.8899162	9.088589318	8.983228802
5.891003632	4.918520005	8.302910269	13.22143027	13.11606976
5.319578224	4.264087337	7.388652482	11.65273982	11.5473793
3.764404198	3.135494216	6.105908681	9.241402897	9.136042382
4.652824968	3.688879454	6.507277712	10.19615717	10.09079665
3.154962089	3.135494216	5.081404365	8.216898581	8.111538065
3.23609308	2.995732274	5.669880923	8.665613197	8.560252681
